,result,about,coordinates,players,team
120,"{'event': 'Period Start', 'eventCode': 'TBL258', 'eventTypeId': 'PERIOD_START', 'description': 'Period Start'}","{'eventIdx': 120, 'eventId': 258, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:00', 'periodTimeRemaining': '20:00', 'dateTime': '2021-10-13T00:40:21Z', 'goals': {'away': 0, 'home': 0}}",{},,
121,"{'event': 'Faceoff', 'eventCode': 'TBL259', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Brayden Point'}","{'eventIdx': 121, 'eventId': 259, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:00', 'periodTimeRemaining': '20:00', 'dateTime': '2021-10-13T00:40:21Z', 'goals': {'away': 0, 'home': 0}}","{'x': 0.0, 'y': 0.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
122,"{'event': 'Giveaway', 'eventCode': 'TBL223', 'eventTypeId': 'GIVEAWAY', 'description': 'Giveaway by Andrei Vasilevskiy'}","{'eventIdx': 122, 'eventId': 223, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:09', 'periodTimeRemaining': '19:51', 'dateTime': '2021-10-13T00:40:30Z', 'goals': {'away': 0, 'home': 0}}","{'x': 98.0, 'y': -5.0}","[{'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
123,"{'event': 'Goal', 'eventCode': 'TBL260', 'eventTypeId': 'GOAL', 'description': 'Danton Heinen (1) Snap Shot, assists: Jeff Carter (1)', 'secondaryType': 'Snap Shot', 'strength': {'code': 'EVEN', 'name': 'Even'}, 'gameWinningGoal': False, 'emptyNet': False}","{'eventIdx': 123, 'eventId': 260, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:12', 'periodTimeRemaining': '19:48', 'dateTime': '2021-10-13T00:40:33Z', 'goals': {'away': 1, 'home': 0}}","{'x': 74.0, 'y': -9.0}","[{'player': {'id': 8478046, 'fullName': 'Danton Heinen', 'link': '/api/v1/people/8478046'}, 'playerType': 'Scorer', 'seasonTotal': 1}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Assist', 'seasonTotal': 1}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
124,"{'event': 'Faceoff', 'eventCode': 'TBL261', 'eventTypeId': 'FACEOFF', 'description': 'Steven Stamkos faceoff won against Jeff Carter'}","{'eventIdx': 124, 'eventId': 261, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:12', 'periodTimeRemaining': '19:48', 'dateTime': '2021-10-13T00:41:13Z', 'goals': {'away': 1, 'home': 0}}","{'x': 0.0, 'y': 0.0}","[{'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Winner'}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
125,"{'event': 'Stoppage', 'eventCode': 'TBL224', 'eventTypeId': 'STOP', 'description': 'Puck in Netting'}","{'eventIdx': 125, 'eventId': 224, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:21', 'periodTimeRemaining': '19:39', 'dateTime': '2021-10-13T00:41:22Z', 'goals': {'away': 1, 'home': 0}}",{},,
126,"{'event': 'Faceoff', 'eventCode': 'TBL262', 'eventTypeId': 'FACEOFF', 'description': 'Steven Stamkos faceoff won against Jeff Carter'}","{'eventIdx': 126, 'eventId': 262, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:21', 'periodTimeRemaining': '19:39', 'dateTime': '2021-10-13T00:41:42Z', 'goals': {'away': 1, 'home': 0}}","{'x': 0.0, 'y': 0.0}","[{'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Winner'}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
127,"{'event': 'Hit', 'eventCode': 'TBL225', 'eventTypeId': 'HIT', 'description': 'Brian Dumoulin hit Erik Cernak'}","{'eventIdx': 127, 'eventId': 225, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '00:31', 'periodTimeRemaining': '19:29', 'dateTime': '2021-10-13T00:41:52Z', 'goals': {'away': 1, 'home': 0}}","{'x': -53.0, 'y': 41.0}","[{'player': {'id': 8475208, 'fullName': 'Brian Dumoulin', 'link': '/api/v1/people/8475208'}, 'playerType': 'Hitter'}, {'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
128,"{'event': 'Blocked Shot', 'eventCode': 'TBL263', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Marcus Pettersson shot blocked shot by Nikita Kucherov'}","{'eventIdx': 128, 'eventId': 263, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '01:41', 'periodTimeRemaining': '18:19', 'dateTime': '2021-10-13T00:43:02Z', 'goals': {'away': 1, 'home': 0}}","{'x': 56.0, 'y': 14.0}","[{'player': {'id': 8476453, 'fullName': 'Nikita Kucherov', 'link': '/api/v1/people/8476453'}, 'playerType': 'Blocker'}, {'player': {'id': 8477969, 'fullName': 'Marcus Pettersson', 'link': '/api/v1/people/8477969'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
129,"{'event': 'Hit', 'eventCode': 'TBL226', 'eventTypeId': 'HIT', 'description': 'Dominik Simon hit Brayden Point'}","{'eventIdx': 129, 'eventId': 226, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '01:47', 'periodTimeRemaining': '18:13', 'dateTime': '2021-10-13T00:43:08Z', 'goals': {'away': 1, 'home': 0}}","{'x': 84.0, 'y': 36.0}","[{'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Hitter'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
130,"{'event': 'Missed Shot', 'eventCode': 'TBL264', 'eventTypeId': 'MISSED_SHOT', 'description': 'Kris Letang Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 130, 'eventId': 264, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '02:04', 'periodTimeRemaining': '17:56', 'dateTime': '2021-10-13T00:43:25Z', 'goals': {'away': 1, 'home': 0}}","{'x': 54.0, 'y': -7.0}","[{'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
131,"{'event': 'Shot', 'eventCode': 'TBL265', 'eventTypeId': 'SHOT', 'description': 'Brian Dumoulin Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 131, 'eventId': 265, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '02:18', 'periodTimeRemaining': '17:42', 'dateTime': '2021-10-13T00:43:39Z', 'goals': {'away': 1, 'home': 0}}","{'x': 61.0, 'y': 3.0}","[{'player': {'id': 8475208, 'fullName': 'Brian Dumoulin', 'link': '/api/v1/people/8475208'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
132,"{'event': 'Hit', 'eventCode': 'TBL227', 'eventTypeId': 'HIT', 'description': 'Nikita Kucherov hit Evan Rodrigues'}","{'eventIdx': 132, 'eventId': 227, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '02:19', 'periodTimeRemaining': '17:41', 'dateTime': '2021-10-13T00:43:40Z', 'goals': {'away': 1, 'home': 0}}","{'x': 77.0, 'y': 39.0}","[{'player': {'id': 8476453, 'fullName': 'Nikita Kucherov', 'link': '/api/v1/people/8476453'}, 'playerType': 'Hitter'}, {'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
133,"{'event': 'Missed Shot', 'eventCode': 'TBL266', 'eventTypeId': 'MISSED_SHOT', 'description': 'Brian Dumoulin Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 133, 'eventId': 266, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '02:26', 'periodTimeRemaining': '17:34', 'dateTime': '2021-10-13T00:43:47Z', 'goals': {'away': 1, 'home': 0}}","{'x': 70.0, 'y': 16.0}","[{'player': {'id': 8475208, 'fullName': 'Brian Dumoulin', 'link': '/api/v1/people/8475208'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
134,"{'event': 'Hit', 'eventCode': 'TBL228', 'eventTypeId': 'HIT', 'description': 'Kasperi Kapanen hit Pat Maroon'}","{'eventIdx': 134, 'eventId': 228, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '02:45', 'periodTimeRemaining': '17:15', 'dateTime': '2021-10-13T00:44:06Z', 'goals': {'away': 1, 'home': 0}}","{'x': -92.0, 'y': 32.0}","[{'player': {'id': 8477953, 'fullName': 'Kasperi Kapanen', 'link': '/api/v1/people/8477953'}, 'playerType': 'Hitter'}, {'player': {'id': 8474034, 'fullName': 'Pat Maroon', 'link': '/api/v1/people/8474034'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
135,"{'event': 'Hit', 'eventCode': 'TBL229', 'eventTypeId': 'HIT', 'description': 'Sam Lafferty hit Mikhail Sergachev'}","{'eventIdx': 135, 'eventId': 229, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '03:09', 'periodTimeRemaining': '16:51', 'dateTime': '2021-10-13T00:44:30Z', 'goals': {'away': 1, 'home': 0}}","{'x': 90.0, 'y': -34.0}","[{'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Hitter'}, {'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
136,"{'event': 'Stoppage', 'eventCode': 'TBL230', 'eventTypeId': 'STOP', 'description': 'Puck in Netting'}","{'eventIdx': 137, 'eventId': 230, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '03:13', 'periodTimeRemaining': '16:47', 'dateTime': '2021-10-13T00:44:34Z', 'goals': {'away': 1, 'home': 0}}",{},,
137,"{'event': 'Blocked Shot', 'eventCode': 'TBL267', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Ross Colton shot blocked shot by Mark Friedman'}","{'eventIdx': 136, 'eventId': 267, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '03:13', 'periodTimeRemaining': '16:47', 'dateTime': '2021-10-13T00:44:34Z', 'goals': {'away': 1, 'home': 0}}","{'x': -82.0, 'y': -14.0}","[{'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Blocker'}, {'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
138,"{'event': 'Faceoff', 'eventCode': 'TBL268', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Anthony Cirelli'}","{'eventIdx': 138, 'eventId': 268, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '03:13', 'periodTimeRemaining': '16:47', 'dateTime': '2021-10-13T00:45:09Z', 'goals': {'away': 1, 'home': 0}}","{'x': -69.0, 'y': -22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
139,"{'event': 'Giveaway', 'eventCode': 'TBL231', 'eventTypeId': 'GIVEAWAY', 'description': 'Giveaway by Zach Bogosian'}","{'eventIdx': 139, 'eventId': 231, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '03:43', 'periodTimeRemaining': '16:17', 'dateTime': '2021-10-13T00:45:39Z', 'goals': {'away': 1, 'home': 0}}","{'x': 81.0, 'y': 34.0}","[{'player': {'id': 8474567, 'fullName': 'Zach Bogosian', 'link': '/api/v1/people/8474567'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
140,"{'event': 'Missed Shot', 'eventCode': 'TBL269', 'eventTypeId': 'MISSED_SHOT', 'description': 'Sam Lafferty Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 140, 'eventId': 269, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '03:45', 'periodTimeRemaining': '16:15', 'dateTime': '2021-10-13T00:45:41Z', 'goals': {'away': 1, 'home': 0}}","{'x': 71.0, 'y': 9.0}","[{'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
141,"{'event': 'Goal', 'eventCode': 'TBL270', 'eventTypeId': 'GOAL', 'description': ""Brian Boyle (1) Wrist Shot, assists: Sam Lafferty (1), Drew O'Connor (1)"", 'secondaryType': 'Wrist Shot', 'strength': {'code': 'EVEN', 'name': 'Even'}, 'gameWinningGoal': False, 'emptyNet': False}","{'eventIdx': 141, 'eventId': 270, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '04:11', 'periodTimeRemaining': '15:49', 'dateTime': '2021-10-13T00:46:07Z', 'goals': {'away': 2, 'home': 0}}","{'x': 72.0, 'y': 2.0}","[{'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Scorer', 'seasonTotal': 1}, {'player': {'id': 8478043, 'fullName': 'Sam Lafferty', 'link': '/api/v1/people/8478043'}, 'playerType': 'Assist', 'seasonTotal': 1}, {'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Assist', 'seasonTotal': 1}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
142,"{'event': 'Faceoff', 'eventCode': 'TBL271', 'eventTypeId': 'FACEOFF', 'description': 'Teddy Blueger faceoff won against Pierre-Edouard Bellemare'}","{'eventIdx': 142, 'eventId': 271, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '04:11', 'periodTimeRemaining': '15:49', 'dateTime': '2021-10-13T00:46:54Z', 'goals': {'away': 2, 'home': 0}}","{'x': 0.0, 'y': 0.0}","[{'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Winner'}, {'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
143,"{'event': 'Hit', 'eventCode': 'TBL232', 'eventTypeId': 'HIT', 'description': 'Brock McGinn hit Jan Rutta'}","{'eventIdx': 143, 'eventId': 232, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '04:33', 'periodTimeRemaining': '15:27', 'dateTime': '2021-10-13T00:47:16Z', 'goals': {'away': 2, 'home': 0}}","{'x': 56.0, 'y': 40.0}","[{'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Hitter'}, {'player': {'id': 8480172, 'fullName': 'Jan Rutta', 'link': '/api/v1/people/8480172'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
144,"{'event': 'Shot', 'eventCode': 'TBL272', 'eventTypeId': 'SHOT', 'description': 'Pierre-Edouard Bellemare Backhand saved by Tristan Jarry', 'secondaryType': 'Backhand'}","{'eventIdx': 144, 'eventId': 272, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '04:39', 'periodTimeRemaining': '15:21', 'dateTime': '2021-10-13T00:47:22Z', 'goals': {'away': 2, 'home': 0}}","{'x': -80.0, 'y': 4.0}","[{'player': {'id': 8477930, 'fullName': 'Pierre-Edouard Bellemare', 'link': '/api/v1/people/8477930'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
145,"{'event': 'Missed Shot', 'eventCode': 'TBL273', 'eventTypeId': 'MISSED_SHOT', 'description': 'Victor Hedman Wide of Net Tristan Jarry'}","{'eventIdx': 145, 'eventId': 273, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '04:50', 'periodTimeRemaining': '15:10', 'dateTime': '2021-10-13T00:47:33Z', 'goals': {'away': 2, 'home': 0}}","{'x': -37.0, 'y': -19.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Unknown'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
146,"{'event': 'Shot', 'eventCode': 'TBL274', 'eventTypeId': 'SHOT', 'description': 'Victor Hedman Wrist Shot saved by Tristan Jarry', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 146, 'eventId': 274, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '05:08', 'periodTimeRemaining': '14:52', 'dateTime': '2021-10-13T00:47:51Z', 'goals': {'away': 2, 'home': 0}}","{'x': 31.0, 'y': -20.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
147,"{'event': 'Hit', 'eventCode': 'TBL233', 'eventTypeId': 'HIT', 'description': 'Zach Bogosian hit Kasperi Kapanen'}","{'eventIdx': 147, 'eventId': 233, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '05:20', 'periodTimeRemaining': '14:40', 'dateTime': '2021-10-13T00:48:03Z', 'goals': {'away': 2, 'home': 0}}","{'x': 96.0, 'y': -20.0}","[{'player': {'id': 8474567, 'fullName': 'Zach Bogosian', 'link': '/api/v1/people/8474567'}, 'playerType': 'Hitter'}, {'player': {'id': 8477953, 'fullName': 'Kasperi Kapanen', 'link': '/api/v1/people/8477953'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
148,"{'event': 'Stoppage', 'eventCode': 'TBL234', 'eventTypeId': 'STOP', 'description': 'Puck Frozen'}","{'eventIdx': 148, 'eventId': 234, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '05:24', 'periodTimeRemaining': '14:36', 'dateTime': '2021-10-13T00:48:07Z', 'goals': {'away': 2, 'home': 0}}",{},,
149,"{'event': 'Faceoff', 'eventCode': 'TBL275', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Brayden Point'}","{'eventIdx': 149, 'eventId': 275, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '05:24', 'periodTimeRemaining': '14:36', 'dateTime': '2021-10-13T00:48:44Z', 'goals': {'away': 2, 'home': 0}}","{'x': 69.0, 'y': 22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
150,"{'event': 'Missed Shot', 'eventCode': 'TBL276', 'eventTypeId': 'MISSED_SHOT', 'description': 'Bryan Rust Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 150, 'eventId': 276, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '05:34', 'periodTimeRemaining': '14:26', 'dateTime': '2021-10-13T00:48:54Z', 'goals': {'away': 2, 'home': 0}}","{'x': 76.0, 'y': 23.0}","[{'player': {'id': 8475810, 'fullName': 'Bryan Rust', 'link': '/api/v1/people/8475810'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
151,"{'event': 'Hit', 'eventCode': 'TBL235', 'eventTypeId': 'HIT', 'description': 'Danton Heinen hit Victor Hedman'}","{'eventIdx': 151, 'eventId': 235, 'period': 2, 'periodType': 'REGULAR', 'ordinalNum': '2nd', 'periodTime': '05:51', 'periodTimeRemaining': '14:09', 'dateTime': '2021-10-13T00:49:11Z', 'goals': {'away': 2, 'home': 0}}","{'x': 94.0, 'y': 26.0}","[{'player': {'id': 8478046, 'fullName': 'Danton Heinen', 'link': '/api/v1/people/8478046'}, 'playerType': 'Hitter'}, {'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
