,result,about,coordinates,players,team
251,"{'event': 'Hit', 'eventCode': 'TBL433', 'eventTypeId': 'HIT', 'description': 'Alex Killorn hit Dominik Simon'}","{'eventIdx': 251, 'eventId': 433, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '06:14', 'periodTimeRemaining': '13:46', 'dateTime': '2021-10-13T01:46:27Z', 'goals': {'away': 2, 'home': 0}}","{'x': 74.0, 'y': -38.0}","[{'player': {'id': 8473986, 'fullName': 'Alex Killorn', 'link': '/api/v1/people/8473986'}, 'playerType': 'Hitter'}, {'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
252,"{'event': 'Blocked Shot', 'eventCode': 'TBL485', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Zach Bogosian shot blocked shot by Brock McGinn'}","{'eventIdx': 252, 'eventId': 485, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '06:27', 'periodTimeRemaining': '13:33', 'dateTime': '2021-10-13T01:46:40Z', 'goals': {'away': 2, 'home': 0}}","{'x': 56.0, 'y': -12.0}","[{'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Blocker'}, {'player': {'id': 8474567, 'fullName': 'Zach Bogosian', 'link': '/api/v1/people/8474567'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
253,"{'event': 'Hit', 'eventCode': 'TBL434', 'eventTypeId': 'HIT', 'description': 'Brock McGinn hit Steven Stamkos'}","{'eventIdx': 253, 'eventId': 434, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '06:33', 'periodTimeRemaining': '13:27', 'dateTime': '2021-10-13T01:46:46Z', 'goals': {'away': 2, 'home': 0}}","{'x': 65.0, 'y': -12.0}","[{'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Hitter'}, {'player': {'id': 8474564, 'fullName': 'Steven Stamkos', 'link': '/api/v1/people/8474564'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
254,"{'event': 'Missed Shot', 'eventCode': 'TBL486', 'eventTypeId': 'MISSED_SHOT', 'description': 'Mikhail Sergachev Wide of Net Tristan Jarry'}","{'eventIdx': 254, 'eventId': 486, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '06:40', 'periodTimeRemaining': '13:20', 'dateTime': '2021-10-13T01:46:53Z', 'goals': {'away': 2, 'home': 0}}","{'x': 63.0, 'y': 18.0}","[{'player': {'id': 8479410, 'fullName': 'Mikhail Sergachev', 'link': '/api/v1/people/8479410'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Unknown'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
255,"{'event': 'Blocked Shot', 'eventCode': 'TBL487', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Zach Bogosian shot blocked shot by Brock McGinn'}","{'eventIdx': 255, 'eventId': 487, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '06:49', 'periodTimeRemaining': '13:11', 'dateTime': '2021-10-13T01:47:02Z', 'goals': {'away': 2, 'home': 0}}","{'x': 54.0, 'y': -5.0}","[{'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Blocker'}, {'player': {'id': 8474567, 'fullName': 'Zach Bogosian', 'link': '/api/v1/people/8474567'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
256,"{'event': 'Hit', 'eventCode': 'TBL435', 'eventTypeId': 'HIT', 'description': 'Anthony Cirelli hit Teddy Blueger'}","{'eventIdx': 256, 'eventId': 435, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '06:51', 'periodTimeRemaining': '13:09', 'dateTime': '2021-10-13T01:47:04Z', 'goals': {'away': 2, 'home': 0}}","{'x': 65.0, 'y': 40.0}","[{'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Hitter'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
257,"{'event': 'Missed Shot', 'eventCode': 'TBL488', 'eventTypeId': 'MISSED_SHOT', 'description': 'Mark Friedman Wide of Net Andrei Vasilevskiy'}","{'eventIdx': 257, 'eventId': 488, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '07:27', 'periodTimeRemaining': '12:33', 'dateTime': '2021-10-13T01:47:40Z', 'goals': {'away': 2, 'home': 0}}","{'x': -42.0, 'y': 4.0}","[{'player': {'id': 8478017, 'fullName': 'Mark Friedman', 'link': '/api/v1/people/8478017'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
258,"{'event': 'Blocked Shot', 'eventCode': 'TBL489', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Chad Ruhwedel shot blocked shot by Jan Rutta'}","{'eventIdx': 258, 'eventId': 489, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '07:34', 'periodTimeRemaining': '12:26', 'dateTime': '2021-10-13T01:47:47Z', 'goals': {'away': 2, 'home': 0}}","{'x': -79.0, 'y': 2.0}","[{'player': {'id': 8480172, 'fullName': 'Jan Rutta', 'link': '/api/v1/people/8480172'}, 'playerType': 'Blocker'}, {'player': {'id': 8477244, 'fullName': 'Chad Ruhwedel', 'link': '/api/v1/people/8477244'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
259,"{'event': 'Hit', 'eventCode': 'TBL436', 'eventTypeId': 'HIT', 'description': 'Marcus Pettersson hit Ross Colton'}","{'eventIdx': 259, 'eventId': 436, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '08:01', 'periodTimeRemaining': '11:59', 'dateTime': '2021-10-13T01:48:14Z', 'goals': {'away': 2, 'home': 0}}","{'x': 96.0, 'y': -10.0}","[{'player': {'id': 8477969, 'fullName': 'Marcus Pettersson', 'link': '/api/v1/people/8477969'}, 'playerType': 'Hitter'}, {'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
260,"{'event': 'Missed Shot', 'eventCode': 'TBL490', 'eventTypeId': 'MISSED_SHOT', 'description': 'Ryan McDonagh Wide of Net Tristan Jarry'}","{'eventIdx': 260, 'eventId': 490, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '08:08', 'periodTimeRemaining': '11:52', 'dateTime': '2021-10-13T01:48:21Z', 'goals': {'away': 2, 'home': 0}}","{'x': 60.0, 'y': 32.0}","[{'player': {'id': 8474151, 'fullName': 'Ryan McDonagh', 'link': '/api/v1/people/8474151'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Unknown'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
261,"{'event': 'Giveaway', 'eventCode': 'TBL437', 'eventTypeId': 'GIVEAWAY', 'description': 'Giveaway by Ryan McDonagh'}","{'eventIdx': 261, 'eventId': 437, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '08:16', 'periodTimeRemaining': '11:44', 'dateTime': '2021-10-13T01:48:29Z', 'goals': {'away': 2, 'home': 0}}","{'x': -78.0, 'y': 31.0}","[{'player': {'id': 8474151, 'fullName': 'Ryan McDonagh', 'link': '/api/v1/people/8474151'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
262,"{'event': 'Hit', 'eventCode': 'TBL438', 'eventTypeId': 'HIT', 'description': 'Erik Cernak hit Jason Zucker'}","{'eventIdx': 262, 'eventId': 438, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '08:24', 'periodTimeRemaining': '11:36', 'dateTime': '2021-10-13T01:48:37Z', 'goals': {'away': 2, 'home': 0}}","{'x': -45.0, 'y': -39.0}","[{'player': {'id': 8478416, 'fullName': 'Erik Cernak', 'link': '/api/v1/people/8478416'}, 'playerType': 'Hitter'}, {'player': {'id': 8475722, 'fullName': 'Jason Zucker', 'link': '/api/v1/people/8475722'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
263,"{'event': 'Hit', 'eventCode': 'TBL439', 'eventTypeId': 'HIT', 'description': 'Ryan McDonagh hit Dominik Simon'}","{'eventIdx': 263, 'eventId': 439, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '08:40', 'periodTimeRemaining': '11:20', 'dateTime': '2021-10-13T01:48:53Z', 'goals': {'away': 2, 'home': 0}}","{'x': -99.0, 'y': 12.0}","[{'player': {'id': 8474151, 'fullName': 'Ryan McDonagh', 'link': '/api/v1/people/8474151'}, 'playerType': 'Hitter'}, {'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
264,"{'event': 'Stoppage', 'eventCode': 'TBL440', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 264, 'eventId': 440, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '09:14', 'periodTimeRemaining': '10:46', 'dateTime': '2021-10-13T01:49:26Z', 'goals': {'away': 2, 'home': 0}}",{},,
265,"{'event': 'Faceoff', 'eventCode': 'TBL491', 'eventTypeId': 'FACEOFF', 'description': 'Jeff Carter faceoff won against Brayden Point'}","{'eventIdx': 265, 'eventId': 491, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '09:14', 'periodTimeRemaining': '10:46', 'dateTime': '2021-10-13T01:49:57Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Winner'}, {'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
266,"{'event': 'Hit', 'eventCode': 'TBL441', 'eventTypeId': 'HIT', 'description': 'Brayden Point hit Chad Ruhwedel'}","{'eventIdx': 266, 'eventId': 441, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '09:30', 'periodTimeRemaining': '10:30', 'dateTime': '2021-10-13T01:50:13Z', 'goals': {'away': 2, 'home': 0}}","{'x': 98.0, 'y': 17.0}","[{'player': {'id': 8478010, 'fullName': 'Brayden Point', 'link': '/api/v1/people/8478010'}, 'playerType': 'Hitter'}, {'player': {'id': 8477244, 'fullName': 'Chad Ruhwedel', 'link': '/api/v1/people/8477244'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
267,"{'event': 'Giveaway', 'eventCode': 'TBL442', 'eventTypeId': 'GIVEAWAY', 'description': 'Giveaway by Nikita Kucherov'}","{'eventIdx': 267, 'eventId': 442, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '09:44', 'periodTimeRemaining': '10:16', 'dateTime': '2021-10-13T01:50:27Z', 'goals': {'away': 2, 'home': 0}}","{'x': 50.0, 'y': -34.0}","[{'player': {'id': 8476453, 'fullName': 'Nikita Kucherov', 'link': '/api/v1/people/8476453'}, 'playerType': 'PlayerID'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
268,"{'event': 'Missed Shot', 'eventCode': 'TBL500', 'eventTypeId': 'MISSED_SHOT', 'description': ""Drew O'Connor Wide of Net Andrei Vasilevskiy""}","{'eventIdx': 268, 'eventId': 500, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '10:11', 'periodTimeRemaining': '09:49', 'dateTime': '2021-10-13T01:50:54Z', 'goals': {'away': 2, 'home': 0}}","{'x': -61.0, 'y': 14.0}","[{'player': {'id': 8482055, 'fullName': ""Drew O'Connor"", 'link': '/api/v1/people/8482055'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
269,"{'event': 'Missed Shot', 'eventCode': 'TBL492', 'eventTypeId': 'MISSED_SHOT', 'description': 'John Marino Over Net Andrei Vasilevskiy'}","{'eventIdx': 269, 'eventId': 492, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '10:14', 'periodTimeRemaining': '09:46', 'dateTime': '2021-10-13T01:50:57Z', 'goals': {'away': 2, 'home': 0}}","{'x': -61.0, 'y': -9.0}","[{'player': {'id': 8478507, 'fullName': 'John Marino', 'link': '/api/v1/people/8478507'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Unknown'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
270,"{'event': 'Blocked Shot', 'eventCode': 'TBL493', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'John Marino shot blocked shot by Alex Killorn'}","{'eventIdx': 270, 'eventId': 493, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '10:22', 'periodTimeRemaining': '09:38', 'dateTime': '2021-10-13T01:51:05Z', 'goals': {'away': 2, 'home': 0}}","{'x': -80.0, 'y': 3.0}","[{'player': {'id': 8473986, 'fullName': 'Alex Killorn', 'link': '/api/v1/people/8473986'}, 'playerType': 'Blocker'}, {'player': {'id': 8478507, 'fullName': 'John Marino', 'link': '/api/v1/people/8478507'}, 'playerType': 'Shooter'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
271,"{'event': 'Stoppage', 'eventCode': 'TBL443', 'eventTypeId': 'STOP', 'description': 'Icing'}","{'eventIdx': 271, 'eventId': 443, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '10:28', 'periodTimeRemaining': '09:32', 'dateTime': '2021-10-13T01:51:11Z', 'goals': {'away': 2, 'home': 0}}",{},,
272,"{'event': 'Faceoff', 'eventCode': 'TBL494', 'eventTypeId': 'FACEOFF', 'description': 'Evan Rodrigues faceoff won against Anthony Cirelli'}","{'eventIdx': 272, 'eventId': 494, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '10:28', 'periodTimeRemaining': '09:32', 'dateTime': '2021-10-13T01:51:47Z', 'goals': {'away': 2, 'home': 0}}","{'x': -69.0, 'y': 22.0}","[{'player': {'id': 8478542, 'fullName': 'Evan Rodrigues', 'link': '/api/v1/people/8478542'}, 'playerType': 'Winner'}, {'player': {'id': 8478519, 'fullName': 'Anthony Cirelli', 'link': '/api/v1/people/8478519'}, 'playerType': 'Loser'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
273,"{'event': 'Shot', 'eventCode': 'TBL495', 'eventTypeId': 'SHOT', 'description': 'Jason Zucker Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 273, 'eventId': 495, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '10:48', 'periodTimeRemaining': '09:12', 'dateTime': '2021-10-13T01:52:07Z', 'goals': {'away': 2, 'home': 0}}","{'x': -73.0, 'y': -14.0}","[{'player': {'id': 8475722, 'fullName': 'Jason Zucker', 'link': '/api/v1/people/8475722'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
274,"{'event': 'Goal', 'eventCode': 'TBL496', 'eventTypeId': 'GOAL', 'description': 'Dominik Simon (1) Wrist Shot, assists: Kris Letang (1), Brock McGinn (1)', 'secondaryType': 'Wrist Shot', 'strength': {'code': 'EVEN', 'name': 'Even'}, 'gameWinningGoal': True, 'emptyNet': False}","{'eventIdx': 274, 'eventId': 496, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:32', 'periodTimeRemaining': '08:28', 'dateTime': '2021-10-13T01:52:51Z', 'goals': {'away': 3, 'home': 0}}","{'x': -52.0, 'y': 29.0}","[{'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Scorer', 'seasonTotal': 1}, {'player': {'id': 8471724, 'fullName': 'Kris Letang', 'link': '/api/v1/people/8471724'}, 'playerType': 'Assist', 'seasonTotal': 1}, {'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Assist', 'seasonTotal': 1}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
275,"{'event': 'Faceoff', 'eventCode': 'TBL497', 'eventTypeId': 'FACEOFF', 'description': 'Ross Colton faceoff won against Jeff Carter'}","{'eventIdx': 275, 'eventId': 497, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:32', 'periodTimeRemaining': '08:28', 'dateTime': '2021-10-13T01:53:41Z', 'goals': {'away': 3, 'home': 0}}","{'x': 0.0, 'y': 0.0}","[{'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Winner'}, {'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
276,"{'event': 'Shot', 'eventCode': 'TBL498', 'eventTypeId': 'SHOT', 'description': 'Victor Hedman Wrist Shot saved by Tristan Jarry', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 276, 'eventId': 498, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:40', 'periodTimeRemaining': '08:20', 'dateTime': '2021-10-13T01:53:49Z', 'goals': {'away': 3, 'home': 0}}","{'x': -8.0, 'y': 35.0}","[{'player': {'id': 8475167, 'fullName': 'Victor Hedman', 'link': '/api/v1/people/8475167'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
277,"{'event': 'Hit', 'eventCode': 'TBL444', 'eventTypeId': 'HIT', 'description': 'Jeff Carter hit Ross Colton'}","{'eventIdx': 277, 'eventId': 444, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:42', 'periodTimeRemaining': '08:18', 'dateTime': '2021-10-13T01:53:51Z', 'goals': {'away': 3, 'home': 0}}","{'x': 94.0, 'y': 20.0}","[{'player': {'id': 8470604, 'fullName': 'Jeff Carter', 'link': '/api/v1/people/8470604'}, 'playerType': 'Hitter'}, {'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
278,"{'event': 'Stoppage', 'eventCode': 'TBL445', 'eventTypeId': 'STOP', 'description': 'Goalie Stopped'}","{'eventIdx': 279, 'eventId': 445, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:46', 'periodTimeRemaining': '08:14', 'dateTime': '2021-10-13T01:53:55Z', 'goals': {'away': 3, 'home': 0}}",{},,
279,"{'event': 'Shot', 'eventCode': 'TBL499', 'eventTypeId': 'SHOT', 'description': 'Jan Rutta Wrist Shot saved by Tristan Jarry', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 278, 'eventId': 499, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:46', 'periodTimeRemaining': '08:14', 'dateTime': '2021-10-13T01:53:55Z', 'goals': {'away': 3, 'home': 0}}","{'x': 40.0, 'y': -24.0}","[{'player': {'id': 8480172, 'fullName': 'Jan Rutta', 'link': '/api/v1/people/8480172'}, 'playerType': 'Shooter'}, {'player': {'id': 8477465, 'fullName': 'Tristan Jarry', 'link': '/api/v1/people/8477465'}, 'playerType': 'Goalie'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
280,"{'event': 'Faceoff', 'eventCode': 'TBL651', 'eventTypeId': 'FACEOFF', 'description': 'Ross Colton faceoff won against Teddy Blueger'}","{'eventIdx': 280, 'eventId': 651, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:46', 'periodTimeRemaining': '08:14', 'dateTime': '2021-10-13T01:56:20Z', 'goals': {'away': 3, 'home': 0}}","{'x': 69.0, 'y': -22.0}","[{'player': {'id': 8479525, 'fullName': 'Ross Colton', 'link': '/api/v1/people/8479525'}, 'playerType': 'Winner'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Loser'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
281,"{'event': 'Blocked Shot', 'eventCode': 'TBL652', 'eventTypeId': 'BLOCKED_SHOT', 'description': 'Jan Rutta shot blocked shot by Brian Boyle'}","{'eventIdx': 281, 'eventId': 652, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '11:52', 'periodTimeRemaining': '08:08', 'dateTime': '2021-10-13T01:56:26Z', 'goals': {'away': 3, 'home': 0}}","{'x': 60.0, 'y': 0.0}","[{'player': {'id': 8470619, 'fullName': 'Brian Boyle', 'link': '/api/v1/people/8470619'}, 'playerType': 'Blocker'}, {'player': {'id': 8480172, 'fullName': 'Jan Rutta', 'link': '/api/v1/people/8480172'}, 'playerType': 'Shooter'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
282,"{'event': 'Hit', 'eventCode': 'TBL446', 'eventTypeId': 'HIT', 'description': 'Mathieu Joseph hit Teddy Blueger'}","{'eventIdx': 282, 'eventId': 446, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '12:03', 'periodTimeRemaining': '07:57', 'dateTime': '2021-10-13T01:56:37Z', 'goals': {'away': 3, 'home': 0}}","{'x': -98.0, 'y': -12.0}","[{'player': {'id': 8478472, 'fullName': 'Mathieu Joseph', 'link': '/api/v1/people/8478472'}, 'playerType': 'Hitter'}, {'player': {'id': 8476927, 'fullName': 'Teddy Blueger', 'link': '/api/v1/people/8476927'}, 'playerType': 'Hittee'}]","{'id': 14, 'name': 'Tampa Bay Lightning', 'link': '/api/v1/teams/14', 'triCode': 'TBL'}"
283,"{'event': 'Hit', 'eventCode': 'TBL447', 'eventTypeId': 'HIT', 'description': 'Brock McGinn hit Pat Maroon'}","{'eventIdx': 283, 'eventId': 447, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '12:22', 'periodTimeRemaining': '07:38', 'dateTime': '2021-10-13T01:56:56Z', 'goals': {'away': 3, 'home': 0}}","{'x': -93.0, 'y': 21.0}","[{'player': {'id': 8476934, 'fullName': 'Brock McGinn', 'link': '/api/v1/people/8476934'}, 'playerType': 'Hitter'}, {'player': {'id': 8474034, 'fullName': 'Pat Maroon', 'link': '/api/v1/people/8474034'}, 'playerType': 'Hittee'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
284,"{'event': 'Stoppage', 'eventCode': 'TBL448', 'eventTypeId': 'STOP', 'description': 'Puck in Netting'}","{'eventIdx': 285, 'eventId': 448, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '12:27', 'periodTimeRemaining': '07:33', 'dateTime': '2021-10-13T01:57:01Z', 'goals': {'away': 3, 'home': 0}}",{},,
285,"{'event': 'Shot', 'eventCode': 'TBL653', 'eventTypeId': 'SHOT', 'description': 'Dominik Simon Wrist Shot saved by Andrei Vasilevskiy', 'secondaryType': 'Wrist Shot'}","{'eventIdx': 284, 'eventId': 653, 'period': 3, 'periodType': 'REGULAR', 'ordinalNum': '3rd', 'periodTime': '12:27', 'periodTimeRemaining': '07:33', 'dateTime': '2021-10-13T01:57:01Z', 'goals': {'away': 3, 'home': 0}}","{'x': -53.0, 'y': -28.0}","[{'player': {'id': 8478866, 'fullName': 'Dominik Simon', 'link': '/api/v1/people/8478866'}, 'playerType': 'Shooter'}, {'player': {'id': 8476883, 'fullName': 'Andrei Vasilevskiy', 'link': '/api/v1/people/8476883'}, 'playerType': 'Goalie'}]","{'id': 5, 'name': 'Pittsburgh Penguins', 'link': '/api/v1/teams/5', 'triCode': 'PIT'}"
